,date,home,away,score,play_round,home_goals,away_goals,url,home_manager,away_manager,home_sheet,away_sheet
300,28/12/2004,AFC Bournemouth,Huddersfield Town,2:2,24,2,2,unknown,,,[],[]
301,28/12/2004,Barnsley FC,Stockport County,3:3,24,3,3,unknown,,,[],[]
302,28/12/2004,Bristol City,Hartlepool United,0:0,24,0,0,unknown,,,[],[]
303,28/12/2004,Luton Town,Colchester United,2:2,24,2,2,unknown,,,[],[]
304,28/12/2004,Milton Keynes Dons,Blackpool FC,3:1,24,3,1,unknown,,,[],[]
305,28/12/2004,Oldham Athletic,Peterborough United,2:1,24,2,1,unknown,,,[],[]
306,28/12/2004,Port Vale FC,Sheffield Wednesday,0:2,24,0,2,unknown,,,[],[]
307,28/12/2004,Swindon Town,Brentford FC,3:0,24,3,0,unknown,,,[],[]
308,28/12/2004,Torquay United,Bradford City,0:0,24,0,0,unknown,,,[],[]
309,28/12/2004,Walsall FC,Tranmere Rovers,0:2,24,0,2,unknown,,,[],[]
310,28/12/2004,Wrexham AFC,Chesterfield FC,3:1,24,3,1,unknown,,,[],[]
311,29/12/2004,Hull City,Doncaster Rovers,2:1,24,2,1,unknown,,,[],[]
313,01/01/2005,AFC Bournemouth,Brentford FC,3:2,25,3,2,unknown,,,[],[]
314,01/01/2005,Barnsley FC,Hartlepool United,0:0,25,0,0,unknown,,,[],[]
315,01/01/2005,Bristol City,Peterborough United,2:0,25,2,0,unknown,,,[],[]
316,01/01/2005,Hull City,Huddersfield Town,2:1,25,2,1,unknown,,,[],[]
317,01/01/2005,Luton Town,Sheffield Wednesday,1:1,25,1,1,unknown,,,[],[]
318,01/01/2005,Milton Keynes Dons,Chesterfield FC,1:1,25,1,1,unknown,,,[],[]
319,01/01/2005,Oldham Athletic,Tranmere Rovers,2:2,25,2,2,unknown,,,[],[]
320,01/01/2005,Port Vale FC,Bradford City,0:1,25,0,1,unknown,,,[],[]
321,01/01/2005,Swindon Town,Colchester United,0:3,25,0,3,unknown,,,[],[]
322,01/01/2005,Torquay United,Stockport County,1:2,25,1,2,unknown,,,[],[]
323,01/01/2005,Walsall FC,Doncaster Rovers,1:1,25,1,1,unknown,,,[],[]
324,01/01/2005,Wrexham AFC,Blackpool FC,1:2,25,1,2,unknown,,,[],[]
326,03/01/2005,Chesterfield FC,Barnsley FC,2:2,26,2,2,unknown,,,[],[]
327,03/01/2005,Blackpool FC,Port Vale FC,0:2,26,0,2,unknown,,,[],[]
328,03/01/2005,Bradford City,Swindon Town,1:2,26,1,2,unknown,,,[],[]
329,03/01/2005,Brentford FC,Walsall FC,1:0,26,1,0,unknown,,,[],[]
330,03/01/2005,Colchester United,Oldham Athletic,0:0,26,0,0,unknown,,,[],[]
331,03/01/2005,Doncaster Rovers,AFC Bournemouth,1:1,26,1,1,unknown,,,[],[]
332,03/01/2005,Hartlepool United,Milton Keynes Dons,5:0,26,5,0,unknown,,,[],[]
333,03/01/2005,Huddersfield Town,Bristol City,2:2,26,2,2,unknown,,,[],[]
334,03/01/2005,Peterborough United,Luton Town,2:2,26,2,2,unknown,,,[],[]
335,03/01/2005,Sheffield Wednesday,Wrexham AFC,4:0,26,4,0,unknown,,,[],[]
336,03/01/2005,Stockport County,Hull City,1:3,26,1,3,unknown,,,[],[]
337,03/01/2005,Tranmere Rovers,Torquay United,4:1,26,4,1,unknown,,,[],[]
339,08/01/2005,Sheffield Wednesday,Swindon Town,2:0,27,2,0,unknown,,,[],[]
340,08/01/2005,Doncaster Rovers,Port Vale FC,2:0,27,2,0,unknown,,,[],[]
341,08/01/2005,Huddersfield Town,Torquay United,1:1,27,1,1,unknown,,,[],[]
342,10/01/2005,Tranmere Rovers,Bristol City,0:1,27,0,1,unknown,,,[],[]
343,11/01/2005,Peterborough United,Wrexham AFC,2:2,27,2,2,unknown,,,[],[]
344,25/01/2005,Brentford FC,Barnsley FC,1:1,27,1,1,unknown,,,[],[]
345,25/01/2005,Colchester United,Walsall FC,5:0,27,5,0,unknown,,,[],[]
346,01/02/2005,Chesterfield FC,Hull City,1:1,27,1,1,unknown,,,[],[]
347,01/02/2005,Stockport County,AFC Bournemouth,2:2,27,2,2,unknown,,,[],[]
348,08/02/2005,Blackpool FC,Oldham Athletic,2:0,27,2,0,unknown,,,[],[]
349,08/02/2005,Bradford City,Milton Keynes Dons,1:4,27,1,4,unknown,,,[],[]
350,15/02/2005,Hartlepool United,Luton Town,2:3,27,2,3,unknown,,,[],[]
352,15/01/2005,AFC Bournemouth,Sheffield Wednesday,1:1,28,1,1,unknown,,,[],[]
353,15/01/2005,Barnsley FC,Huddersfield Town,4:2,28,4,2,unknown,,,[],[]
354,15/01/2005,Bristol City,Bradford City,0:0,28,0,0,unknown,,,[],[]
355,15/01/2005,Hull City,Peterborough United,2:2,28,2,2,unknown,,,[],[]
356,15/01/2005,Luton Town,Stockport County,3:0,28,3,0,unknown,,,[],[]
357,15/01/2005,Milton Keynes Dons,Colchester United,2:0,28,2,0,unknown,,,[],[]
358,15/01/2005,Oldham Athletic,Doncaster Rovers,1:2,28,1,2,unknown,,,[],[]
359,15/01/2005,Port Vale FC,Brentford FC,0:1,28,0,1,unknown,,,[],[]
360,15/01/2005,Swindon Town,Blackpool FC,2:2,28,2,2,unknown,,,[],[]
361,15/01/2005,Torquay United,Hartlepool United,1:2,28,1,2,unknown,,,[],[]
362,15/01/2005,Walsall FC,Chesterfield FC,3:0,28,3,0,unknown,,,[],[]
363,15/01/2005,Wrexham AFC,Tranmere Rovers,1:5,28,1,5,unknown,,,[],[]
365,21/01/2005,Sheffield Wednesday,Port Vale FC,1:0,29,1,0,unknown,,,[],[]
366,22/01/2005,Blackpool FC,Milton Keynes Dons,1:0,29,1,0,unknown,,,[],[]
367,22/01/2005,Bradford City,Torquay United,2:2,29,2,2,unknown,,,[],[]
368,22/01/2005,Brentford FC,Swindon Town,2:1,29,2,1,unknown,,,[],[]
369,22/01/2005,Chesterfield FC,Wrexham AFC,2:4,29,2,4,unknown,,,[],[]
370,22/01/2005,Colchester United,Luton Town,0:0,29,0,0,unknown,,,[],[]
371,22/01/2005,Doncaster Rovers,Hull City,1:0,29,1,0,unknown,,,[],[]
372,22/01/2005,Hartlepool United,Bristol City,2:1,29,2,1,unknown,,,[],[]
373,22/01/2005,Huddersfield Town,AFC Bournemouth,3:2,29,3,2,unknown,,,[],[]
374,22/01/2005,Peterborough United,Oldham Athletic,1:2,29,1,2,unknown,,,[],[]
375,22/01/2005,Stockport County,Barnsley FC,2:2,29,2,2,unknown,,,[],[]
376,22/01/2005,Tranmere Rovers,Walsall FC,2:1,29,2,1,unknown,,,[],[]
378,28/01/2005,Bristol City,Chesterfield FC,2:3,30,2,3,unknown,,,[],[]
379,29/01/2005,Walsall FC,Huddersfield Town,4:3,30,4,3,unknown,,,[],[]
380,29/01/2005,Wrexham AFC,Doncaster Rovers,0:0,30,0,0,unknown,,,[],[]
381,29/01/2005,Luton Town,Tranmere Rovers,1:1,30,1,1,unknown,,,[],[]
382,29/01/2005,Milton Keynes Dons,Sheffield Wednesday,2:2,30,2,2,unknown,,,[],[]
383,29/01/2005,Swindon Town,Stockport County,3:0,30,3,0,unknown,,,[],[]
384,31/01/2005,Barnsley FC,Bradford City,2:2,30,2,2,unknown,,,[],[]
385,15/02/2005,Torquay United,Peterborough United,2:1,30,2,1,unknown,,,[],[]
386,08/03/2005,AFC Bournemouth,Blackpool FC,2:3,30,2,3,unknown,,,[],[]
387,08/03/2005,Hull City,Hartlepool United,1:0,30,1,0,unknown,,,[],[]
388,08/03/2005,Port Vale FC,Colchester United,0:0,30,0,0,unknown,,,[],[]
389,15/03/2005,Oldham Athletic,Brentford FC,0:2,30,0,2,unknown,,,[],[]
391,05/02/2005,Barnsley FC,Sheffield Wednesday,0:0,31,0,0,unknown,,,[],[]
392,05/02/2005,Bradford City,Tranmere Rovers,1:1,31,1,1,unknown,,,[],[]
393,05/02/2005,Brentford FC,Milton Keynes Dons,1:0,31,1,0,unknown,,,[],[]
394,05/02/2005,Chesterfield FC,Hartlepool United,0:1,31,0,1,unknown,,,[],[]
395,05/02/2005,Colchester United,Blackpool FC,0:1,31,0,1,unknown,,,[],[]
396,05/02/2005,Huddersfield Town,Luton Town,1:1,31,1,1,unknown,,,[],[]
397,05/02/2005,Hull City,Bristol City,1:1,31,1,1,unknown,,,[],[]
398,05/02/2005,Oldham Athletic,Swindon Town,1:2,31,1,2,unknown,,,[],[]
399,05/02/2005,Peterborough United,Stockport County,2:1,31,2,1,unknown,,,[],[]
400,05/02/2005,Port Vale FC,AFC Bournemouth,2:1,31,2,1,unknown,,,[],[]
401,05/02/2005,Torquay United,Doncaster Rovers,2:1,31,2,1,unknown,,,[],[]
402,05/02/2005,Walsall FC,Wrexham AFC,2:2,31,2,2,unknown,,,[],[]
404,11/02/2005,Bristol City,Walsall FC,0:1,32,0,1,unknown,,,[],[]
405,12/02/2005,AFC Bournemouth,Oldham Athletic,4:0,32,4,0,unknown,,,[],[]
406,12/02/2005,Doncaster Rovers,Chesterfield FC,0:1,32,0,1,unknown,,,[],[]
407,12/02/2005,Luton Town,Hull City,1:0,32,1,0,unknown,,,[],[]
408,12/02/2005,Milton Keynes Dons,Huddersfield Town,2:1,32,2,1,unknown,,,[],[]
409,12/02/2005,Sheffield Wednesday,Bradford City,1:2,32,1,2,unknown,,,[],[]
410,12/02/2005,Stockport County,Port Vale FC,1:2,32,1,2,unknown,,,[],[]
411,12/02/2005,Swindon Town,Barnsley FC,2:1,32,2,1,unknown,,,[],[]
412,12/02/2005,Tranmere Rovers,Colchester United,1:1,32,1,1,unknown,,,[],[]
413,12/02/2005,Wrexham AFC,Torquay United,1:1,32,1,1,unknown,,,[],[]
414,22/03/2005,Blackpool FC,Brentford FC,2:1,32,2,1,unknown,,,[],[]
415,05/04/2005,Hartlepool United,Peterborough United,2:2,32,2,2,unknown,,,[],[]
417,19/02/2005,Barnsley FC,AFC Bournemouth,0:1,33,0,1,unknown,,,[],[]
418,19/02/2005,Bradford City,Luton Town,0:1,33,0,1,unknown,,,[],[]
419,19/02/2005,Chesterfield FC,Sheffield Wednesday,1:3,33,1,3,unknown,,,[],[]
420,19/02/2005,Colchester United,Bristol City,0:2,33,0,2,unknown,,,[],[]
421,19/02/2005,Huddersfield Town,Blackpool FC,1:0,33,1,0,unknown,,,[],[]
422,19/02/2005,Hull City,Wrexham AFC,2:1,33,2,1,unknown,,,[],[]
423,19/02/2005,Oldham Athletic,Stockport County,1:2,33,1,2,unknown,,,[],[]
424,19/02/2005,Peterborough United,Doncaster Rovers,0:2,33,0,2,unknown,,,[],[]
425,19/02/2005,Port Vale FC,Hartlepool United,0:1,33,0,1,unknown,,,[],[]
426,19/02/2005,Torquay United,Swindon Town,2:2,33,2,2,unknown,,,[],[]
427,19/02/2005,Walsall FC,Milton Keynes Dons,0:0,33,0,0,unknown,,,[],[]
428,12/04/2005,Brentford FC,Tranmere Rovers,1:0,33,1,0,unknown,,,[],[]
430,22/02/2005,AFC Bournemouth,Torquay United,3:0,34,3,0,unknown,,,[],[]
431,22/02/2005,Blackpool FC,Bradford City,2:1,34,2,1,unknown,,,[],[]
432,22/02/2005,Bristol City,Oldham Athletic,5:1,34,5,1,unknown,,,[],[]
433,22/02/2005,Doncaster Rovers,Barnsley FC,4:0,34,4,0,unknown,,,[],[]
434,22/02/2005,Hartlepool United,Brentford FC,3:1,34,3,1,unknown,,,[],[]
435,22/02/2005,Luton Town,Walsall FC,1:0,34,1,0,unknown,,,[],[]
436,22/02/2005,Milton Keynes Dons,Hull City,1:1,34,1,1,unknown,,,[],[]
437,22/02/2005,Stockport County,Chesterfield FC,1:2,34,1,2,unknown,,,[],[]
438,22/02/2005,Tranmere Rovers,Huddersfield Town,3:0,34,3,0,unknown,,,[],[]
439,22/02/2005,Wrexham AFC,Colchester United,2:2,34,2,2,unknown,,,[],[]
440,23/02/2005,Sheffield Wednesday,Peterborough United,2:1,34,2,1,unknown,,,[],[]
441,23/02/2005,Swindon Town,Port Vale FC,1:0,34,1,0,unknown,,,[],[]
443,26/02/2005,AFC Bournemouth,Tranmere Rovers,1:1,35,1,1,unknown,,,[],[]
444,26/02/2005,Barnsley FC,Torquay United,4:1,35,4,1,unknown,,,[],[]
445,26/02/2005,Brentford FC,Sheffield Wednesday,3:3,35,3,3,unknown,,,[],[]
446,26/02/2005,Bristol City,Blackpool FC,1:1,35,1,1,unknown,,,[],[]
447,26/02/2005,Chesterfield FC,Peterborough United,1:3,35,1,3,unknown,,,[],[]
448,26/02/2005,Doncaster Rovers,Swindon Town,1:1,35,1,1,unknown,,,[],[]
449,26/02/2005,Huddersfield Town,Oldham Athletic,2:1,35,2,1,unknown,,,[],[]
450,26/02/2005,Hull City,Colchester United,2:0,35,2,0,unknown,,,[],[]
451,26/02/2005,Port Vale FC,Luton Town,3:1,35,3,1,unknown,,,[],[]
452,26/02/2005,Stockport County,Hartlepool United,1:0,35,1,0,unknown,,,[],[]
453,26/02/2005,Walsall FC,Bradford City,1:1,35,1,1,unknown,,,[],[]
454,26/02/2005,Wrexham AFC,Milton Keynes Dons,0:0,35,0,0,unknown,,,[],[]
456,05/03/2005,Blackpool FC,Walsall FC,2:0,36,2,0,unknown,,,[],[]
457,05/03/2005,Bradford City,Huddersfield Town,2:0,36,2,0,unknown,,,[],[]
458,05/03/2005,Colchester United,Brentford FC,0:1,36,0,1,unknown,,,[],[]
459,05/03/2005,Hartlepool United,Wrexham AFC,4:6,36,4,6,unknown,,,[],[]
460,05/03/2005,Luton Town,Bristol City,5:0,36,5,0,unknown,,,[],[]
461,05/03/2005,Milton Keynes Dons,Stockport County,2:1,36,2,1,unknown,,,[],[]
462,05/03/2005,Oldham Athletic,Port Vale FC,3:0,36,3,0,unknown,,,[],[]
463,05/03/2005,Peterborough United,Barnsley FC,1:3,36,1,3,unknown,,,[],[]
464,05/03/2005,Swindon Town,AFC Bournemouth,0:3,36,0,3,unknown,,,[],[]
465,05/03/2005,Torquay United,Chesterfield FC,2:2,36,2,2,unknown,,,[],[]
466,05/03/2005,Tranmere Rovers,Hull City,1:3,36,1,3,unknown,,,[],[]
467,06/03/2005,Sheffield Wednesday,Doncaster Rovers,2:0,36,2,0,unknown,,,[],[]
469,12/03/2005,Bristol City,Barnsley FC,0:0,37,0,0,unknown,,,[],[]
470,12/03/2005,Chesterfield FC,Huddersfield Town,2:1,37,2,1,unknown,,,[],[]
471,12/03/2005,Doncaster Rovers,Brentford FC,0:0,37,0,0,unknown,,,[],[]
472,12/03/2005,Hartlepool United,Tranmere Rovers,0:1,37,0,1,unknown,,,[],[]
473,12/03/2005,Hull City,Torquay United,2:0,37,2,0,unknown,,,[],[]
474,12/03/2005,Luton Town,Swindon Town,3:1,37,3,1,unknown,,,[],[]
475,12/03/2005,Milton Keynes Dons,Port Vale FC,1:1,37,1,1,unknown,,,[],[]
476,12/03/2005,Peterborough United,Bradford City,2:2,37,2,2,unknown,,,[],[]
477,12/03/2005,Sheffield Wednesday,Blackpool FC,3:2,37,3,2,unknown,,,[],[]
478,12/03/2005,Stockport County,Colchester United,1:2,37,1,2,unknown,,,[],[]
479,12/03/2005,Walsall FC,AFC Bournemouth,1:2,37,1,2,unknown,,,[],[]
480,12/03/2005,Wrexham AFC,Oldham Athletic,1:0,37,1,0,unknown,,,[],[]
482,18/03/2005,Tranmere Rovers,Peterborough United,5:0,38,5,0,unknown,,,[],[]
483,19/03/2005,AFC Bournemouth,Hull City,0:4,38,0,4,unknown,,,[],[]
484,19/03/2005,Barnsley FC,Milton Keynes Dons,1:1,38,1,1,unknown,,,[],[]
485,19/03/2005,Blackpool FC,Doncaster Rovers,1:1,38,1,1,unknown,,,[],[]
486,19/03/2005,Bradford City,Hartlepool United,1:2,38,1,2,unknown,,,[],[]
487,19/03/2005,Brentford FC,Chesterfield FC,2:2,38,2,2,unknown,,,[],[]
488,19/03/2005,Colchester United,Sheffield Wednesday,1:1,38,1,1,unknown,,,[],[]
489,19/03/2005,Huddersfield Town,Stockport County,5:3,38,5,3,unknown,,,[],[]
490,19/03/2005,Oldham Athletic,Luton Town,2:2,38,2,2,unknown,,,[],[]
491,19/03/2005,Port Vale FC,Walsall FC,2:0,38,2,0,unknown,,,[],[]
492,19/03/2005,Swindon Town,Wrexham AFC,4:2,38,4,2,unknown,,,[],[]
493,19/03/2005,Torquay United,Bristol City,0:4,38,0,4,unknown,,,[],[]
495,24/03/2005,Doncaster Rovers,Bradford City,1:1,39,1,1,unknown,,,[],[]
496,25/03/2005,Luton Town,Barnsley FC,1:3,39,1,3,unknown,,,[],[]
497,25/03/2005,Milton Keynes Dons,Swindon Town,1:1,39,1,1,unknown,,,[],[]
498,25/03/2005,Peterborough United,Colchester United,0:3,39,0,3,unknown,,,[],[]
499,25/03/2005,Hartlepool United,Huddersfield Town,0:1,39,0,1,unknown,,,[],[]
500,26/03/2005,Walsall FC,Oldham Athletic,0:1,39,0,1,unknown,,,[],[]
501,26/03/2005,Chesterfield FC,Tranmere Rovers,2:2,39,2,2,unknown,,,[],[]
502,26/03/2005,Hull City,Port Vale FC,2:2,39,2,2,unknown,,,[],[]
503,26/03/2005,Sheffield Wednesday,Torquay United,2:2,39,2,2,unknown,,,[],[]
504,05/04/2005,Bristol City,AFC Bournemouth,0:2,39,0,2,unknown,,,[],[]
505,12/04/2005,Stockport County,Blackpool FC,0:1,39,0,1,unknown,,,[],[]
506,03/05/2005,Wrexham AFC,Brentford FC,1:2,39,1,2,unknown,,,[],[]
508,28/03/2005,AFC Bournemouth,Milton Keynes Dons,0:1,40,0,1,unknown,,,[],[]
509,28/03/2005,Torquay United,Luton Town,1:4,40,1,4,unknown,,,[],[]
510,28/03/2005,Tranmere Rovers,Doncaster Rovers,2:4,40,2,4,unknown,,,[],[]
511,28/03/2005,Barnsley FC,Walsall FC,3:2,40,3,2,unknown,,,[],[]
512,28/03/2005,Blackpool FC,Hartlepool United,2:2,40,2,2,unknown,,,[],[]
513,28/03/2005,Bradford City,Stockport County,3:1,40,3,1,unknown,,,[],[]
514,28/03/2005,Brentford FC,Peterborough United,0:0,40,0,0,unknown,,,[],[]
515,28/03/2005,Colchester United,Chesterfield FC,1:0,40,1,0,unknown,,,[],[]
516,28/03/2005,Oldham Athletic,Hull City,1:0,40,1,0,unknown,,,[],[]
517,29/03/2005,Huddersfield Town,Sheffield Wednesday,1:0,40,1,0,unknown,,,[],[]
518,13/04/2005,Swindon Town,Bristol City,0:0,40,0,0,unknown,,,[],[]
519,26/04/2005,Port Vale FC,Wrexham AFC,0:2,40,0,2,unknown,,,[],[]
521,01/04/2005,Doncaster Rovers,Colchester United,1:1,41,1,1,unknown,,,[],[]
522,02/04/2005,Bristol City,Port Vale FC,2:0,41,2,0,unknown,,,[],[]
523,02/04/2005,Chesterfield FC,Bradford City,0:0,41,0,0,unknown,,,[],[]
524,02/04/2005,Hartlepool United,Swindon Town,3:0,41,3,0,unknown,,,[],[]
525,02/04/2005,Hull City,Barnsley FC,2:1,41,2,1,unknown,,,[],[]
526,02/04/2005,Luton Town,Blackpool FC,1:0,41,1,0,unknown,,,[],[]
527,02/04/2005,Milton Keynes Dons,Oldham Athletic,1:1,41,1,1,unknown,,,[],[]
528,02/04/2005,Peterborough United,Huddersfield Town,1:2,41,1,2,unknown,,,[],[]
529,02/04/2005,Sheffield Wednesday,Tranmere Rovers,1:2,41,1,2,unknown,,,[],[]
530,02/04/2005,Stockport County,Brentford FC,1:2,41,1,2,unknown,,,[],[]
531,02/04/2005,Walsall FC,Torquay United,1:1,41,1,1,unknown,,,[],[]
532,02/04/2005,Wrexham AFC,AFC Bournemouth,1:2,41,1,2,unknown,,,[],[]
534,05/04/2005,Barnsley FC,Wrexham AFC,2:2,42,2,2,unknown,,,[],[]
535,08/04/2005,Tranmere Rovers,Stockport County,1:0,42,1,0,unknown,,,[],[]
536,09/04/2005,AFC Bournemouth,Luton Town,0:1,42,0,1,unknown,,,[],[]
537,09/04/2005,Blackpool FC,Peterborough United,0:1,42,0,1,unknown,,,[],[]
538,09/04/2005,Brentford FC,Bristol City,1:0,42,1,0,unknown,,,[],[]
539,09/04/2005,Colchester United,Hartlepool United,1:1,42,1,1,unknown,,,[],[]
540,09/04/2005,Huddersfield Town,Doncaster Rovers,3:1,42,3,1,unknown,,,[],[]
541,09/04/2005,Oldham Athletic,Sheffield Wednesday,1:1,42,1,1,unknown,,,[],[]
542,09/04/2005,Port Vale FC,Chesterfield FC,1:0,42,1,0,unknown,,,[],[]
543,09/04/2005,Swindon Town,Walsall FC,1:2,42,1,2,unknown,,,[],[]
544,09/04/2005,Torquay United,Milton Keynes Dons,1:0,42,1,0,unknown,,,[],[]
545,10/04/2005,Bradford City,Hull City,0:2,42,0,2,unknown,,,[],[]
547,15/04/2005,Hartlepool United,Sheffield Wednesday,3:0,43,3,0,unknown,,,[],[]
548,16/04/2005,Barnsley FC,Oldham Athletic,2:2,43,2,2,unknown,,,[],[]
549,16/04/2005,Bradford City,Brentford FC,4:1,43,4,1,unknown,,,[],[]
550,16/04/2005,Bristol City,Wrexham AFC,1:0,43,1,0,unknown,,,[],[]
551,16/04/2005,Chesterfield FC,AFC Bournemouth,2:3,43,2,3,unknown,,,[],[]
552,16/04/2005,Huddersfield Town,Colchester United,2:2,43,2,2,unknown,,,[],[]
553,16/04/2005,Hull City,Swindon Town,0:0,43,0,0,unknown,,,[],[]
554,16/04/2005,Luton Town,Milton Keynes Dons,1:0,43,1,0,unknown,,,[],[]
555,16/04/2005,Peterborough United,Walsall FC,0:2,43,0,2,unknown,,,[],[]
556,16/04/2005,Stockport County,Doncaster Rovers,2:4,43,2,4,unknown,,,[],[]
557,16/04/2005,Torquay United,Port Vale FC,1:0,43,1,0,unknown,,,[],[]
558,16/04/2005,Tranmere Rovers,Blackpool FC,0:0,43,0,0,unknown,,,[],[]
560,23/04/2005,AFC Bournemouth,Peterborough United,0:1,44,0,1,unknown,,,[],[]
561,23/04/2005,Blackpool FC,Chesterfield FC,1:0,44,1,0,unknown,,,[],[]
562,23/04/2005,Brentford FC,Huddersfield Town,0:1,44,0,1,unknown,,,[],[]
563,23/04/2005,Colchester United,Bradford City,0:0,44,0,0,unknown,,,[],[]
564,23/04/2005,Doncaster Rovers,Hartlepool United,2:0,44,2,0,unknown,,,[],[]
565,23/04/2005,Milton Keynes Dons,Bristol City,1:2,44,1,2,unknown,,,[],[]
566,23/04/2005,Oldham Athletic,Torquay United,1:2,44,1,2,unknown,,,[],[]
567,23/04/2005,Port Vale FC,Barnsley FC,5:0,44,5,0,unknown,,,[],[]
568,23/04/2005,Sheffield Wednesday,Stockport County,0:0,44,0,0,unknown,,,[],[]
569,23/04/2005,Swindon Town,Tranmere Rovers,2:1,44,2,1,unknown,,,[],[]
570,23/04/2005,Walsall FC,Hull City,3:0,44,3,0,unknown,,,[],[]
571,23/04/2005,Wrexham AFC,Luton Town,1:2,44,1,2,unknown,,,[],[]
573,29/04/2005,Tranmere Rovers,Port Vale FC,1:0,45,1,0,unknown,,,[],[]
574,30/04/2005,Barnsley FC,Colchester United,1:1,45,1,1,unknown,,,[],[]
575,30/04/2005,Bradford City,AFC Bournemouth,4:2,45,4,2,unknown,,,[],[]
576,30/04/2005,Bristol City,Doncaster Rovers,2:2,45,2,2,unknown,,,[],[]
577,30/04/2005,Chesterfield FC,Oldham Athletic,1:0,45,1,0,unknown,,,[],[]
578,30/04/2005,Hartlepool United,Walsall FC,1:3,45,1,3,unknown,,,[],[]
579,30/04/2005,Huddersfield Town,Swindon Town,4:0,45,4,0,unknown,,,[],[]
580,30/04/2005,Hull City,Sheffield Wednesday,1:2,45,1,2,unknown,,,[],[]
581,30/04/2005,Luton Town,Brentford FC,4:2,45,4,2,unknown,,,[],[]
582,30/04/2005,Peterborough United,Milton Keynes Dons,0:3,45,0,3,unknown,,,[],[]
583,30/04/2005,Stockport County,Wrexham AFC,1:4,45,1,4,unknown,,,[],[]
584,30/04/2005,Torquay United,Blackpool FC,2:0,45,2,0,unknown,,,[],[]
586,07/05/2005,AFC Bournemouth,Hartlepool United,2:2,46,2,2,unknown,,,[],[]
587,07/05/2005,Blackpool FC,Barnsley FC,0:2,46,0,2,unknown,,,[],[]
588,07/05/2005,Brentford FC,Hull City,2:1,46,2,1,unknown,,,[],[]
589,07/05/2005,Colchester United,Torquay United,2:1,46,2,1,unknown,,,[],[]
590,07/05/2005,Doncaster Rovers,Luton Town,3:3,46,3,3,unknown,,,[],[]
591,07/05/2005,Milton Keynes Dons,Tranmere Rovers,2:1,46,2,1,unknown,,,[],[]
592,07/05/2005,Oldham Athletic,Bradford City,2:1,46,2,1,unknown,,,[],[]
593,07/05/2005,Port Vale FC,Peterborough United,1:0,46,1,0,unknown,,,[],[]
594,07/05/2005,Sheffield Wednesday,Bristol City,2:3,46,2,3,unknown,,,[],[]
595,07/05/2005,Swindon Town,Chesterfield FC,1:1,46,1,1,unknown,,,[],[]
596,07/05/2005,Walsall FC,Stockport County,3:0,46,3,0,unknown,,,[],[]
597,07/05/2005,Wrexham AFC,Huddersfield Town,0:1,46,0,1,unknown,,,[],[]
