	index	date	home	away	score	round_text	play_round	score_45	score_90	score_105	score_120	aet	pso	home_goals	away_goals	season	url	home_manager	away_manager	home_sheet	away_sheet
33	35	23/08/2017	Quick'20	CSV Apeldoorn	0:1	2. pre-round	2	0:1	NA	NA	NA	False	False	0	1	-2017-2018/	http://www.worldfootball.net/report/knvb-beker-2017-2018-2-vorrunde-quick20-csv-apeldoorn/	Michel Steggink	J\xfcrgen Schefczyk	[Felix van Berkel, Ryan Snelders, Saliba Somi, Wesley van Houten, Sebastiaan B xf kkerink, Luc Stolker, Jeroen Visscher, Jan Willem Kamp, Melvin Degenaar, Dennis Kemerink, Alessio Pinna]	[Patrick Jansen, Melvin Bresser, Joost Krijns, Rob Diderik, Maarten Boeve, Steven van Es, Jesse Hartgers, Jeremy Jonker, Maikel Lange, Mark Fennebeumer, Jamarro Diks]
34	36	23/08/2017	Excelsior Maassluis	FC Lisse	6:7	2. pre-round	2	0:1	1:1	1:1	NA	False	True	6	7	-2017-2018/	http://www.worldfootball.net/report/knvb-beker-2017-2018-2-vorrunde-excelsior-maassluis-fc-lisse/	Jeroen Rijsdijk	Robbert de Ruiter	[, Jean Paul van Leeuwen, Kevin Ringeling, Daan Smith, Demi Gosepa, Sefa Kurt, Niels Redert, Stefan Kruithof, Daan Blij, Rashid Browne, Kevin Vink]	[Jean Paul van Leeuwen, Kevin Ringeling, Daan Smith, Demi Gosepa, Sefa Kurt, Niels Redert, Stefan Kruithof, Daan Blij, Rashid Browne, Kevin Vink, Vincent van den Berg]
35	37	23/08/2017	AFC Ajax Zaterdag	Be Quick 1887	2:1	2. pre-round	2	0:1	1:1	2:1	NA	True	False	2	1	-2017-2018/	http://www.worldfootball.net/report/knvb-beker-2017-2018-2-vorrunde-afc-ajax-zaterdag-be-quick-1887/	Jorg Smeets	Kevin Waalderbos	[Stephan Veenboer, Glenn van Zoolingen, Edwin Soenarto, Lars Middelwijk, Tim de Jong, Jack van Moerkerk, Berry van t Land, Stanley Akoy, Kenneth Misa Danso, Bilal el Amrani, Bobby Bosma]	[Robert Smit, Robert Talens, Twan Nieboer, Jorrit Kunst, Martijn Delger, Rick Wiersma, Daan Driever, Raymond Bolt, Jorin Keekstra, Thomas Careman, Arnoud Bentum]
36	38	23/08/2017	VV De Meern	VC Vlissingen	4:3	2. pre-round	2	0:1	1:1	1:1	NA	False	True	4	3	-2017-2018/	http://www.worldfootball.net/report/knvb-beker-2017-2018-2-vorrunde-vv-de-meern-vc-vlissingen/	Joel Titaley	John Karelse	[, Jordi Haneveld, Rick Hauwert, Tobias Elmensdorp, Mark den Hartogh, Anis Ziani, Hakan Yasar, Tom Waltman, Steve Blokland, Giovanni Nicolaas, Zakaria el Bennay]	[Jordi Haneveld, Rick Hauwert, Tobias Elmensdorp, Mark den Hartogh, Anis Ziani, Hakan Yasar, Tom Waltman, Steve Blokland, Giovanni Nicolaas, Zakaria el Bennay, Kesly den Haag]
37	39	23/08/2017	GVVV	Magreb '90	7:0	2. pre-round	2	3:0	NA	NA	NA	False	False	7	0	-2017-2018/	http://www.worldfootball.net/report/knvb-beker-2017-2018-2-vorrunde-gvvv-magreb-90/	Niek Oosterlee	Jamal Yahiaoui	[Johan Jansen, Taoufik Adnane, Wilco den Hartog, Laurens van der Voort, Guido Janssen, Roy Terschegget, Danny de Leeuw, Robin Mulder, Mart de Jong, Jeremy de Graaf, Mohammed Ajiach]	[Bohdi Prinssen, Omar Boukhari, Hoessein Jabir, Toufik el Ouafi, Salah Aharar, Omar el Ghazouani, Mohamed Ouamar, Nizar Mekkaoui, Hicham Lechkar, Hicham Chatouani, Anthony Berenstein]
38	40	23/08/2017	VV Noordwijk	IJsselmeervogels	3:2	2. pre-round	2	0:0	NA	NA	NA	False	False	3	2	-2017-2018/	http://www.worldfootball.net/report/knvb-beker-2017-2018-2-vorrunde-vv-noordwijk-ijsselmeervogels/	Kees Zethof	Pascal Bosschaart	[Mustafa Amezrine, Sonny ten Hoope, Brayen Br xf cker, Martijn le Cong xe, Maurice van der Neut, Rob Overvliet, Ruperto Dorothea, Thomas Reynaers, Tjeerd Westdijk, Emiel Wendt, Denzel James]	[Raymon van Emmerik, Shanon Carmelia, Jeffrey Buitenhuis, Marciano van Leijenhorst, Yannick Cortie, Achraf Nemji, Christiaan van Hussen, Oktay xd zt xfcrk, Soufian Moro, Berry Powel, Sherwin Grot]
39	41	23/08/2017	ODIN '59	SDC Putten	1:3	2. pre-round	2	0:2	NA	NA	NA	False	False	1	3	-2017-2018/	http://www.worldfootball.net/report/knvb-beker-2017-2018-2-vorrunde-odin-59-sdc-putten/	Richard Plug	Michael van den Berg	[Barry van Dijk, Lars Boekel, Denzel Meijer, Milo Cremers, Mart Willemse, Ron Scheffer, Jeffrey Klijbroek, Nick Burger, Jim Hulleman, Levy van Nispen, Thom de Vries]	[Manuel Hoogewoning, Thomas Amende, Rick van den Brink, Martijn Duits, Sander Duits, Kees Pluim, Jerry Geurtsen, Wouter de Bruin, Abdelmoumin Cherkaoui, Jurian van den Brink, Joost Heerschop]
40	42	26/08/2017	VV Buitenpost	SC Genemuiden	0:2	2. pre-round	2	0:0	NA	NA	NA	False	False	0	2	-2017-2018/	http://www.worldfootball.net/report/knvb-beker-2017-2018-2-vorrunde-vv-buitenpost-sc-genemuiden/	Ren\xe9 van der Wey	Jan van Raalte	[Kevin van der Meulen, Wim de Vries, Joost Jesse Visser, Danny Boersma, Berend Schootstra, Rob Dijkstra, Aaron Boekhout, Jorrit Terpstra, Joran Olijve, Martijn van Roeden, Rudmer Loonstra]	[Albert Flier, Matthias Breman, Dirk Muis, Roelof de Jong, Rick Doorn, Robert Boes, Job van Dalfsen, Jacco Riemens, Joran Pot, Omar Kavak, Frank Kuurman]
41	44	19/09/2017	VV Zwaluwen	FC Den Bosch	2:3	1. Round	3	0:0	NA	NA	NA	False	False	2	3	-2017-2018/	http://www.worldfootball.net/report/knvb-beker-2017-2018-1-runde-vv-zwaluwen-fc-den-bosch/	Oscar Biesheuvel	Willy Boessen	[Marvin van Tienen, Mario Nijgh, Leon Krznari u, Vincent van Dorp, Dennis van Rijn, Robin Hofman, Jerry Scholman, Jesper Gudde, Justin van Mullem, Raoul Gillet, Ricardo Merrelaar]	[Nick Leijten, Bart Biemans, Jonas Heymans, Mattias Andersson, Mats Deijl, Jens van Son, Muhammed Mert, Luuk Brouwers, Dennis Kaars, Giorgio Siani, Oussama Bouyaghlafen]
42	45	19/09/2017	RKC Waalwijk	Sparta Rotterdam	1:0	1. Round	3	0:0	NA	NA	NA	False	False	1	0	-2017-2018/	http://www.worldfootball.net/report/knvb-beker-2017-2018-1-runde-rkc-waalwijk-sparta-rotterdam/	Peter van den Berg	Alex Pastoor	[Etienne Vaessen, Gigli Ndefe, Jan Lammers, Ingo van Weert, Mohamed Mezghrani, Nikki Baggerman, No xebl de Graauw, Daan Rienstra, Johan Voskamp, Leandro Resida, Sa xefd Bakari]	[Roy Kortsmit, Julian Chabot, Bart Vriends, Nicholas Marfelt, Frederik Holst, Kenneth Dougall, Stijn Spierings, Loris Brogno, Ragnar Ache, Robert M xfchren, Craig Goodwin]
43	46	19/09/2017	GVVV	FC Dordrecht	1:0	1. Round	3	0:0	NA	NA	NA	False	False	1	0	-2017-2018/	http://www.worldfootball.net/report/knvb-beker-2017-2018-1-runde-gvvv-fc-dordrecht/	Niek Oosterlee	G\xe9rard de Nooijer	[Johan Jansen, Rodny Hofman, Taoufik Adnane, Wilco den Hartog, Guido Janssen, Roy Terschegget, Robin Mulder, Mart de Jong, Martin van Eck, Jeremy de Graaf, Soufiane Laghmouchi]	[Nick Wolters, Antonio Stankov, Mawouna Amevor, Erol Alkan, Cendrino Misidjan, Gustavo Hamer, Denis Mahmudov, Jordy Vleugels, Danny Bakker, Robert Mutzers, Andreas Calcan]
44	47	19/09/2017	FC Oss	Almere City FC	0:2	1. Round	3	0:1	NA	NA	NA	False	False	0	2	-2017-2018/	http://www.worldfootball.net/report/knvb-beker-2017-2018-1-runde-fc-oss-almere-city-fc/	Klaas Wels	Jack de Gier	[Ronald Koeman, Frenk Keukens, Ferry de Regt, Rick Stuy van den Herik, Dean van der Sluys, Daan Klomp, Lion Kaak, Huseyin Dogan, Roel van de Sande, Fisayo Adarabioyo, Thijs van Pol]	[Chiel Kramer, Calvin Mac Intosch, Josef Kv xedda, Leeroy Owusu, Damon Mirani, Jeffrey Rijsdijk, Charlie Telfer, Gaston Salasiwa, Arsenio Valpoort, Ezra Walian, Achille Vaarnold]
45	48	19/09/2017	VV Noordwijk	Fortuna Sittard	0:1	1. Round	3	0:0	NA	NA	NA	False	False	0	1	-2017-2018/	http://www.worldfootball.net/report/knvb-beker-2017-2018-1-runde-vv-noordwijk-fortuna-sittard/	Kees Zethof	Sunday Oliseh	[Roy Rondeltap, Sonny ten Hoope, Brayen Br xf cker, Martijn le Cong xe, Maurice van der Neut, Rob Overvliet, Thomas Reynaers, Diederick Hoogerwaard, Tjeerd Westdijk, Emiel Wendt, Denzel James]	[Aykut xd zer, Christopher Braun, Perr Schuurs, Marco Ospitalieri, Wessel Dammers, Djibril Dianessy, Dries Saddiki, Jorrit Smeets, Andr xe Vidigal, Finn Stokkers, Stefan A u kovski]
46	49	19/09/2017	BVV Barendrecht	Go Ahead Eagles	1:3	1. Round	3	1:1	NA	NA	NA	False	False	1	3	-2017-2018/	http://www.worldfootball.net/report/knvb-beker-2017-2018-1-runde-bvv-barendrecht-go-ahead-eagles/	Adrie Poldervaart	Leon Vlemmings	[Marc van Splunter, Yorik van Deelen, Tim Eekman, Max van Dijk, Jeffrey Aarts, Danny Monster, Joey Jongman, Donny Navajas Sanchez, Ramy Salem, Ali Khaldi, Dani xebl Esajas]	[Sonny Stevens, Xandro Schenk, Dennis Hettinga, Sam Beukema, Brem Soumaoro, Stefano Beltrame, Joey Suk, Pieter Langedijk, Sander Thomas, Tim H xf lscher, Sam Hendriks]
47	50	19/09/2017	Helmond Sport	SC Cambuur	1:5	1. Round	3	0:1	NA	NA	NA	False	False	1	5	-2017-2018/	http://www.worldfootball.net/report/knvb-beker-2017-2018-1-runde-helmond-sport-sc-cambuur/	Roy Hendriksen	Marinus Dijkhuizen	[Stijn van Gassel, Robert van Koesveld, Stephen Warmolts, G xe vero Markiet, Maiky Fecunda, Steven Edwards, Robert Braber, Bram Zwanen, Arne Naudts, Furhgill Zeldenrust, Jordy Thomassen]	[Jesse Bertrams, Matthew Steenvoorden, Sai van Wermeskerken, Robbert Schilder, Marvin Peersman, Daan Boerlage, Mathias Schils, Kevin van Kippersluis, Issa Kallon, Justin Mathieu, Karim Rossi]
48	51	19/09/2017	Rijnsburgse Boys	Heracles Almelo	0:2	1. Round	3	0:0	NA	NA	NA	False	False	0	2	-2017-2018/	http://www.worldfootball.net/report/knvb-beker-2017-2018-1-runde-rijnsburgse-boys-heracles-almelo/	Pieter Mulders	John Stegeman	[Richard van Nieuwkoop, Roderick Gielisse, Masies Artien, Hidde Prijs, Jordy Strooker, Carlos Opoku, Wesley Goeman, Jo xebl Tillema, Max Hudepohl, Jeffrey Jongeneelen, Maikey Parami]	[Bram Castro, Robin Pr xf pper, Wout Droste, Jeff Hardeveld, Lerin Duarte, Joey Pelupessy, Reuven Niemeijer, Jamiro Monteiro, Brahim Darri, Paul Gladon, Kristoffer Peterson]
49	52	19/09/2017	FC Emmen	NEC Nijmegen	1:3	1. Round	3	1:1	NA	NA	NA	False	False	1	3	-2017-2018/	http://www.worldfootball.net/report/knvb-beker-2017-2018-1-runde-fc-emmen-nec-nijmegen/	Dick Lukkien	Adrie Bogers	[Dennis Telgenkamp, Josimar Lima, Gersom Klok, Keziah Veendorp, Nick Bakker, Hilal Ben Moussa, Alexander Bannink, Michael Chacon, Glenn Bijl, Youri Loen, Cas Peters]	[Joris Delle, Ted van de Pavert, Calvin Verdonk, Wojciech Golla, Michael Heinloth, Mart Dijkstra, Ferdi Kad u o u flu, Gregor Breinburg, Arnaut Groeneveld, Sven Braken, Mohamed Rayhi]
50	53	19/09/2017	Kozakken Boys	De Graafschap	4:3	1. Round	3	1:0	1:1	1:1	NA	False	True	4	3	-2017-2018/	http://www.worldfootball.net/report/knvb-beker-2017-2018-1-runde-kozakken-boys-de-graafschap/	Danny Buijs	Henk de Jong	[, Nils den Hartog, Juri xebn Gaari, Wesley Pollemans, Quentin Jakoba, Sanny Monteiro, Jeffrey van Nuland, Leon Bot, Mahmut S xf nmez, Gwaeron Stout, Abdulsamed Abdullahi]	[Nils den Hartog, Juri xebn Gaari, Wesley Pollemans, Quentin Jakoba, Sanny Monteiro, Jeffrey van Nuland, Leon Bot, Mahmut S xf nmez, Gwaeron Stout, Abdulsamed Abdullahi, Ahmed el Azzouti]
51	54	19/09/2017	Sparta Nijkerk	FC Eindhoven	0:1	1. Round	3	0:0	NA	NA	NA	False	False	0	1	-2017-2018/	http://www.worldfootball.net/report/knvb-beker-2017-2018-1-runde-sparta-nijkerk-fc-eindhoven/	Marco Roelofsen	Wilfred van Leeuwen	[Brian Willemse, Mohammed Al Haydar, Dennis van der Wal, Janic Makizodila, Brian Bawuah, Rick Knoop, Frank Heus, Jesse Buitenhuis, Donny van der Wal, Jorrit Fiegen, Rafael Boer]	[Ruud Swinkels, Herv xe Matthys, Maxime Gunst, Thomas Horsten, Sebastiaan De Wilde, Alessio Carlone, Fries Deschilder, Branco van den Boomen, Tarik Kada, Elton Kabangu, Dennis Van Vaerenbergh]
52	55	19/09/2017	SC Genemuiden	De Treffers	1:3	1. Round	3	1:1	NA	NA	NA	False	False	1	3	-2017-2018/	http://www.worldfootball.net/report/knvb-beker-2017-2018-1-runde-sc-genemuiden-de-treffers/	Jan van Raalte	Anton Janssen	[Raymond Beukeveld, Dirk Muis, Roelof de Jong, Rick Doorn, Nick Buitink, Robert Boes, Jacco Riemens, Joran Pot, Omar Kavak, Sijmon Eenkhoorn, Frank Kuurman]	[Niels Kornelis, Bram Eltink, Joris Janssen, Bryan Sirvania, Pim Balkestein, Eef van Riel, Robin Janssen, Bas Hendriks, Nick de Bondt, Cedric Badjeck, Coen Maertzdorf]
53	56	19/09/2017	Quick Boys	FC Volendam	1:3	1. Round	3	1:1	NA	NA	NA	False	False	1	3	-2017-2018/	http://www.worldfootball.net/report/knvb-beker-2017-2018-1-runde-quick-boys-fc-volendam/	Jan Zoutman	Misha Salden	[Martijn de Zwart, Anthony Bentem, Dennis van der Plas, Joey Ravensbergen, Arie de Vreugd, Mohamad Mahmoed, Delano xe Cohen, Tenta Maeda, Reda Kharchouch, Yordi Teijsse, Max van Steen]	[Hobie Verhulst, Erik Schouten, Henny Schilder, Paul Kok, Mohamed Betti, Nick Runderkamp, Kevin Visser, Joey Veerman, Lu xeds Pedro, Nick Doodeman, Teije ten Den]
54	57	19/09/2017	MVV	AZ Alkmaar	2:3	1. Round	3	1:2	NA	NA	NA	False	False	2	3	-2017-2018/	http://www.worldfootball.net/report/knvb-beker-2017-2018-1-runde-mvv-az-alkmaar/	Ron Elsen	John van den Brom	[Michael Verrips, Christophe Janssens, Samy Mmaee, Steven Pereira, Alessandro Ciranni, Florian Loshaj, Dean Koolhof, Pieter Nys, Marvin Ogunjimi, Joeri Schroyen, Jonathan Okita]	[Marco Bizot, Jonas Svensson, Thomas Ouwejan, Pantelis Hatzidiakos, Stijn Wuytens, Joris van Overeem, Marko Vejinovi u, Guus Til, Alireza Jahanbakhsh, Wout Weghorst, Mats Seuntjens]
55	58	20/09/2017	VV Capelle	Roda JC Kerkrade	0:5	1. Round	3	0:3	NA	NA	NA	False	False	0	5	-2017-2018/	http://www.worldfootball.net/report/knvb-beker-2017-2018-1-runde-vv-capelle-roda-jc-kerkrade/	Winand van Loon	Robert Molenaar	[Bradly van de Meer, Gert Jan Rothman, Boris Letterie, Stefan Dams, Jamie Jaliens, Sandin Avdi u, Wilmer Kousemaker, Jorn van Lunteren, Olaf van der Sande, Tim Vincken, Angelmo Vyent]	[Hidde Jurjus, Frederic Ananou, Adil Auassar, Jannes Vansteenkiste, Ashton G xf tz, Mohamed el Makrini, Simon Gustafson, Nathan Rutjes, Dani Schahin, Gyliano van Velzen, Mario Engels]
56	59	20/09/2017	AVV Swift	Vitesse	5:3	1. Round	3	0:0	0:0	0:0	NA	False	True	5	3	-2017-2018/	http://www.worldfootball.net/report/knvb-beker-2017-2018-1-runde-avv-swift-vitesse/	Bart Logchies	Henk Fraser	[, Bogdan Constantin, Teun van Zweeden, Mike Ruijter, Mathieu Christianen, Nik Gabel, Rutger de Vries, Max van Wakeren, Mallqui Cabezas, Jaap Smeeing, Tim Wulffraat]	[Bogdan Constantin, Teun van Zweeden, Mike Ruijter, Mathieu Christianen, Nik Gabel, Rutger de Vries, Max van Wakeren, Mallqui Cabezas, Jaap Smeeing, Tim Wulffraat, Ron Rosenhart]
57	60	20/09/2017	SVV Scheveningen	AFC Ajax	1:5	1. Round	3	0:2	NA	NA	NA	False	False	1	5	-2017-2018/	http://www.worldfootball.net/report/knvb-beker-2017-2018-1-runde-svv-scheveningen-afc-ajax/	John Blok	Marcel Keizer	[Sven Wolsheimer, Kevin G xf mez, Samir el Moussaoui, Ruben Koorndijk, Jari de Jong, Levi Schwiebbe, Mitchell de Vlugt, Leroy Resodihardjo, Barry Rog, Tim Peters, Mehmet Aldo u fan]	[Benjamin van Leer, Jo xebl Veltman, Max W xf ber, Nick Viergever, Luis Orejuela, Carel Eiting, Lasse Sch xf ne, Siem de Jong, David Neres, Vaclav u cern xfd, Kasper Dolberg]
58	61	20/09/2017	ASV De Dijk	HHC Hardenberg	2:1	1. Round	3	0:1	NA	NA	NA	False	False	2	1	-2017-2018/	http://www.worldfootball.net/report/knvb-beker-2017-2018-1-runde-asv-de-dijk-hhc-hardenberg/	Jochem Twisker	Gert-Jan Karsten	[Jeroen Verhoeven, Frank Schilder, Robert Verschraagen, Alje Wiltenburg, Tony Tol, Kevin Westmaas, Abderrahim Loukili, Harry Zwarthoed, Tim Ruder, Chakib Tayeb, Nabil el Gourari]	[Sander Danes, Kevin G xf rtz, Koos Werkman, Hamid Zarbaf, Danny Bouws, Glenn Kobussen, Tiemen van Hezel, Rick Hemmink, Shkodran Metaj, Rob van der Leij, Rens van Benthem]
59	62	20/09/2017	VV Katwijk	Ter Leede	4:0	1. Round	3	1:0	NA	NA	NA	False	False	4	0	-2017-2018/	http://www.worldfootball.net/report/knvb-beker-2017-2018-1-runde-vv-katwijk-ter-leede/	Dick Schreuder	Henk Wisman	[, Mark de Vries, Omar Hamdi, Michiel van Dam, Guus van Weerdenburg, Bennie van Noord, Robbert Susan, Paul de Lange, Kilian Berkhout, Mark de Loor, Damiano Schet]	[Mark de Vries, Omar Hamdi, Michiel van Dam, Guus van Weerdenburg, Bennie van Noord, Robbert Susan, Paul de Lange, Kilian Berkhout, Mark de Loor, Damiano Schet, Marciano Mengerink]
60	63	20/09/2017	Achilles'29	NAC Breda	4:3	1. Round	3	1:2	NA	NA	NA	False	False	4	3	-2017-2018/	http://www.worldfootball.net/report/knvb-beker-2017-2018-1-runde-achilles29-nac-breda/	Eric Meijers	Stijn Vreven	[Timo Plattel, Derwin Martina, Shuremy Felomina, Marijn de Kler, Yannick Zeeman, Boy van de Beek, Christoff Dias de Oliveira, Imran Oulad Omar, Omid Popalzay, Niels Wouters, Niek Versteegen]	[Mark Birighitti, Menno Koch, Karol Mets, Pablo Mar xed, Jos xe Angeli xf o, Arno Verschueren, Mounir el Allouchi, Rai Vloet, Manu Garc xeda, Giovanni Korte, Richelor Sprangers]
61	64	20/09/2017	VV Sint Bavo	SC Telstar	4:1	1. Round	3	1:1	NA	NA	NA	False	False	4	1	-2017-2018/	http://www.worldfootball.net/report/knvb-beker-2017-2018-1-runde-vv-sint-bavo-sc-telstar/	Mark Schenning	Mike Snoei	[Ruben Valk, Peet van der Slot, Jelmer Vijlbrief, Richelo Fecunda, Tomas Arroyo, Vladimir Jozi u, Frans van Niel, Tim de Rijk, Mohamed el Ousrouti, Pieter Koopman, Lloyd van der Wilden]	[Sven van der Maaten, Donny van Iperen, Toine van Huizen, Shaquill Sno, Elso Brito, Jerdy Schouten, Mo Osman, Edo Knol, Melvin Platje, Andrija Novakovich, Gerson Rodrigues]
62	65	20/09/2017	SBV Excelsior	sc Heerenveen	1:2	1. Round	3	0:2	NA	NA	NA	False	False	1	2	-2017-2018/	http://www.worldfootball.net/report/knvb-beker-2017-2018-1-runde-sbv-excelsior-sc-heerenveen/	Mitchell van der Gaag	Jurgen Streppel	[, xd gmundur Kristinsson, Khalid Karami, Wout Faes, Milan Massop, Jordy de Wijs, Hicham Faik, Ryan Koolwijk, Ali Messaoud, Kevin Vermeulen, Luigi Bruins]	[xd gmundur Kristinsson, Khalid Karami, Wout Faes, Milan Massop, Jordy de Wijs, Hicham Faik, Ryan Koolwijk, Ali Messaoud, Kevin Vermeulen, Luigi Bruins, Zakaria el Azzouzi]
63	66	20/09/2017	VV Staphorst	Koninklijke HFC	2:3	1. Round	3	0:0	NA	NA	NA	False	False	2	3	-2017-2018/	http://www.worldfootball.net/report/knvb-beker-2017-2018-1-runde-vv-staphorst-koninklijke-hfc/	Jan Vlap	Ted Verdonkschot	[Ren xe Oosterhof, Frank van der Burg, Ewald Koster, Reinier Crediet, Rob Mijnheer, Mark Veldmate, Dennis Rosink, Martijn Brakke, William de Boer, Mark Schra, Mike Reuvers]	[Tom Boks, Danny Hols, Oscar Wilffert, Andr xe Morgan, Wessel Boer, Kevin de Visser, Roy Castien, Michael Timisela, Daniel van Son, Steven Olsthoorn, Kevin Sterling]
64	67	20/09/2017	ONS Sneek	FC Twente	1:3	1. Round	3	0:2	NA	NA	NA	False	False	1	3	-2017-2018/	http://www.worldfootball.net/report/knvb-beker-2017-2018-1-runde-ons-sneek-fc-twente/	Chris de Wagt	Ren\xe9 Hake	[Barry Ditewig, Gustavo van der Veen, Ale de Boer, Klaas de Vries, Serge Fatima, Frits Dantuma, Michael Lanting, Tom Arissen, Genridge Prijor, Arton Musliu, Cutrick Gonzales]	[Jorn Brondeel, Hidde ter Avest, Stefan Thesker, Peet Bijen, Jeroen van der Lely, Haris Vu u dki u, Michael Liendl, Tom Boere, Isaac Buckley Ricketts, Luciano Slagveer, Adnane Tighadouini]
65	68	20/09/2017	AFC Ajax Zaterdag	FC Utrecht	0:6	1. Round	3	0:6	NA	NA	NA	False	False	0	6	-2017-2018/	http://www.worldfootball.net/report/knvb-beker-2017-2018-1-runde-afc-ajax-zaterdag-fc-utrecht/	Jorg Smeets	Erik ten Hag	[Stephan Veenboer, Glenn van Zoolingen, Edwin Soenarto, Rience Schurman, Tim de Jong, Jack van Moerkerk, Berry van t Land, Stanley Akoy, Kenneth Misa Danso, Zakaria el Biyar, Bilal el Amrani]	[David Jensen, Dario Dumi u, Robin van der Meer, Sean Klaiber, Edson Braafheid, Yassin Ayoub, Urby Emanuelson, Matty Willock, Zakaria Labyad, Cyriel Dessers, Lukas G xf rtler]
66	69	20/09/2017	CSV Apeldoorn	Willem II	2:4	1. Round	3	0:2	NA	NA	NA	False	False	2	4	-2017-2018/	http://www.worldfootball.net/report/knvb-beker-2017-2018-1-runde-csv-apeldoorn-willem-ii/	J\xfcrgen Schefczyk	Erwin van de Looi	[Patrick Jansen, Melvin Bresser, Joost Krijns, Rob Diderik, Charlie van der Hulst, Maarten Boeve, Steven van Es, Jeremy Jonker, Maikel Lange, Sander Krijns, Jamarro Diks]	[Timon Wellenreuther, Freek Heerkens, Jordens Peters, Jop van der Linden, Kostas Tsimikas, Darryl Lachman, Pedro Chirivella, Thom Haye, Ben Rienstra, Fran Sol, Etien Velikonja]
