	index	date	home	away	score	round_text	play_round	score_45	score_90	score_105	score_120	aet	pso	home_goals	away_goals	season	url	home_manager	away_manager	home_sheet	away_sheet
67	70	20/09/2017	Feyenoord	ADO Den Haag	2:0	1. Round	3	0:0	NA	NA	NA	False	False	2	0	-2017-2018/	http://www.worldfootball.net/report/knvb-beker-2017-2018-1-runde-feyenoord-ado-den-haag/	Giovanni van Bronckhorst	Alfons Groenendijk	[Brad Jones, Ridgeciano Haps, Jan Arie van der Heijden, Kevin Diks, Eric Botteghin, Karim El Ahmadi, Sofyan Amrabat, Jens Toornstra, Sam Larsson, Steven Berghuis, Michiel Kramer]	[Robert Zwinkels, Tyronne Ebuehi, Tom Beugelsdijk, Wilfried Kanon, Aaron Meijers, Donny Gorter, Lex Immers, Nasser el Khayati, Bj xf rn Johnsen, xc douard Duplan, Elson Hooi]
68	71	21/09/2017	VV De Meern	PEC Zwolle	0:5	1. Round	3	0:3	NA	NA	NA	False	False	0	5	-2017-2018/	http://www.worldfootball.net/report/knvb-beker-2017-2018-1-runde-vv-de-meern-pec-zwolle/	Joel Titaley	John van 't Schip	[Jordi Haneveld, Rick Hauwert, Tobias Elmensdorp, Mark den Hartogh, Lennard van den Brink, Anis Ziani, Hakan Yasar, Tom Waltman, Jordy Stins, Zakaria el Bennay, Kesly den Haag]	[Mickey van der Hart, Bram van Polen, Nicol xe s Freire, Philippe Sandler, Kingsley Ehizibue, Erik Bakker, Ryan Thomas, Youness Mokhtar, Piotr Parzyszek, Stef Nijland, Younes Namli]
69	72	21/09/2017	USV Hercules	FC Groningen	2:4	1. Round	3	1:1	NA	NA	NA	False	False	2	4	-2017-2018/	http://www.worldfootball.net/report/knvb-beker-2017-2018-1-runde-usv-hercules-fc-groningen/	Eric Speelziek	Ernest Faber	[Fons Mulder, Kevin Ligtermoet, Matthijs Blijham, Mart Stokkers, Leroy Oehlers, Alfred Mensah, Floris Burgers, Jeffrey Vlug, Tyrone Fonfille, Guytho Mijland, Fouad Belarbi]	[Sergio Padt, Mike te Wierik, Samir Memi u evi u, Eti xebnne Reijnen, Django Warmerdam, Juninho Bacuna, Jesper Drost, Ludovit Reis, Lars Veldwijk, Mimoun Mahi, Oussama Idrissi]
70	73	21/09/2017	Blauw Geel '38	VVV-Venlo	0:3	1. Round	3	0:3	NA	NA	NA	False	False	0	3	-2017-2018/	http://www.worldfootball.net/report/knvb-beker-2017-2018-1-runde-blauw-geel-38-vvv-venlo/	Niels van Casteren	Maurice Steijn	[Brahim Zaari, Edwin Huibers, Erik van Loon, Desley Schilders, Mark Dobbelsteen, Sander van Egmond, Sam Strijbosch, Serkan Ordu, Joey Hellstern, Sjaak Egmond, Danny Verbakel]	[Delano van Crooy, Leroy Labylle, Nils R xf seler, Danny Post, Clint Leemans, Damian van Bruggen, Terry Antonis, Kelechi Nwakali, Tarik Tissoudali, Mink Peeters, Etienne Amenyido]
71	74	21/09/2017	SDC Putten	PSV Eindhoven	0:4	1. Round	3	0:1	NA	NA	NA	False	False	0	4	-2017-2018/	http://www.worldfootball.net/report/knvb-beker-2017-2018-1-runde-sdc-putten-psv-eindhoven/	Michael van den Berg	Phillip Cocu	[Manuel Hoogewoning, Thomas Amende, Rick van den Brink, Martijn Duits, Sander Duits, Kees Pluim, Jerry Geurtsen, Wouter de Bruin, Abdelmoumin Cherkaoui, Jurian van den Brink, Joost Heerschop]	[Jeroen Zoet, Derrick Luckassen, Daniel Schwaab, Joshua Brenet, Kenneth Paal, Gast xf n Pereiro, Jorrit Hendrix, Bart Ramselaar, Adam Maher, Sam Lammers, J xfcrgen Locadia]
72	75	11/10/2017	FC Lisse	HSV Hoek	5:6	1. Round	3	0:0	1:1	2:2	NA	False	True	5	6	-2017-2018/	http://www.worldfootball.net/report/knvb-beker-2017-2018-1-runde-fc-lisse-hsv-hoek/	Robbert de Ruiter	Jannes Tant	[, Wesley Storm, Niels Buijs, Robert van Boxel, Timothy van der Meulen, Justin Valk, Lars Rauws, Martin van Eeuwijk, Rik Vermeulen, Rowdy van der Putten, Koen Fokkema]	[Wesley Storm, Niels Buijs, Robert van Boxel, Timothy van der Meulen, Justin Valk, Lars Rauws, Martin van Eeuwijk, Rik Vermeulen, Rowdy van der Putten, Koen Fokkema, Rick Bouwmeister]
73	77	24/10/2017	NEC Nijmegen	Achilles'29	3:0	2. Round	4	1:0	NA	NA	NA	False	False	3	0	-2017-2018/	http://www.worldfootball.net/report/knvb-beker-2017-2018-2-runde-nec-nijmegen-achilles29/	Adrie Bogers	Eric Meijers	[Joshua Smits, Ted van de Pavert, Suently Alberto, Michael Heinloth, Frank Sturing, Kevin Jansen, Ferdi Kad u o u flu, Gregor Breinburg, Jordan Larsson, Arnaut Groeneveld, Steeven Langil]	[Timo Plattel, Marijn de Kler, Patrick Fini, Jesse Edge, K xfcr u fad S xfcrmeli, Boy van de Beek, Christoff Dias de Oliveira, Imran Oulad Omar, Omid Popalzay, Niels Wouters, Niek Versteegen]
74	78	24/10/2017	Fortuna Sittard	Go Ahead Eagles	3:0	2. Round	4	1:0	NA	NA	NA	False	False	3	0	-2017-2018/	http://www.worldfootball.net/report/knvb-beker-2017-2018-2-runde-fortuna-sittard-go-ahead-eagles/	Sunday Oliseh	Leon Vlemmings	[Aykut xd zer, Christopher Braun, Perr Schuurs, Wessel Dammers, Clint Essers, Micka xebl Malsa, Dries Saddiki, Lars Hutten, Ufukcan Engin, Lisandro Semedo, Stefan A u kovski]	[Maarten de Fockert, Rick Ketting, Xandro Schenk, La Vere Corbin Ong, Dennis Hettinga, Joey Suk, Pieter Langedijk, Sjoerd Overgoor, Tim H xf lscher, Sam Hendriks, Givan Werkhoven]
75	79	24/10/2017	PEC Zwolle	Kozakken Boys	3:2	2. Round	4	1:0	2:2	3:2	NA	True	False	3	2	-2017-2018/	http://www.worldfootball.net/report/knvb-beker-2017-2018-2-runde-pec-zwolle-kozakken-boys/	John van 't Schip	Danny Buijs	[Mickey van der Hart, Bram van Polen, Nicol xe s Freire, Philippe Sandler, Kingsley Ehizibue, Mustafa Saymak, Erik Bakker, Ryan Thomas, Youness Mokhtar, Piotr Parzyszek, Younes Namli]	[Nils den Hartog, Juri xebn Gaari, Wesley Pollemans, Quentin Jakoba, Sven van Ingen, Sanny Monteiro, Leon Bot, Everton Pires Tavares, Gwaeron Stout, Raily Ignacio, Ahmed el Azzouti]
76	80	24/10/2017	VV Katwijk	VV Sint Bavo	1:2	2. Round	4	0:0	NA	NA	NA	False	False	1	2	-2017-2018/	http://www.worldfootball.net/report/knvb-beker-2017-2018-2-runde-vv-katwijk-vv-sint-bavo/	Dick Schreuder	Mark Schenning	[Ricardo Kieboom, Michiel van Dam, Bennie van Noord, Kay Blokland, Raoul Esseboom, Robbert Susan, Paul de Lange, Mark de Loor, Stefan Plat, Damiano Schet, Marciano Mengerink]	[Ruben Valk, Jordy Zwart, Jelmer Vijlbrief, Richelo Fecunda, Tomas Arroyo, Niels van Pelt, Frans van Niel, Tim de Rijk, Mohamed el Ousrouti, Guido Pauw, Tommy Bekooy]
77	81	24/10/2017	GVVV	Koninklijke HFC	1:0	2. Round	4	0:0	NA	NA	NA	False	False	1	0	-2017-2018/	http://www.worldfootball.net/report/knvb-beker-2017-2018-2-runde-gvvv-koninklijke-hfc/	Niek Oosterlee	Ted Verdonkschot	[Johan Jansen, Bart Hulsbos, Taoufik Adnane, Wilco den Hartog, Laurens van der Voort, Roy Terschegget, Simon Brouwer, Mart de Jong, Martin van Eck, Jeremy de Graaf, Soufiane Laghmouchi]	[Tom Boks, Danny Hols, Oscar Wilffert, Andr xe Morgan, Wessel Boer, Kevin de Visser, Roy Castien, Michael Timisela, Daniel van Son, Kevin Sterling, Gertjan Tamerus]
78	82	24/10/2017	RKC Waalwijk	De Treffers	7:0	2. Round	4	3:0	NA	NA	NA	False	False	7	0	-2017-2018/	http://www.worldfootball.net/report/knvb-beker-2017-2018-2-runde-rkc-waalwijk-de-treffers/	Peter van den Berg	Anton Janssen	[Etienne Vaessen, Gigli Ndefe, Jan Lammers, Henrico Drost, Paul Quasten, Hans Mulder, Nikki Baggerman, Johan Voskamp, Dylan Seys, Roland Bergkamp, Sa xefd Bakari]	[Jordy van de Kracht, Bram Eltink, Joris Janssen, Bryan Sirvania, Pim Balkestein, Eef van Riel, Robin Janssen, Bas Hendriks, Nick de Bondt, Cedric Badjeck, Coen Maertzdorf]
79	83	24/10/2017	FC Den Bosch	SC Cambuur	0:2	2. Round	4	0:0	NA	NA	NA	False	False	0	2	-2017-2018/	http://www.worldfootball.net/report/knvb-beker-2017-2018-2-runde-fc-den-bosch-sc-cambuur/	Willy Boessen	Marinus Dijkhuizen	[Kees Heemskerk, Sam Kersten, Mattias Andersson, Jordy van der Winden, Jeremy Fernandes, Jens van Son, Niek Vossebelt, Muhammed Mert, Sven Blummel, Dennis Kaars, Oussama Bouyaghlafen]	[Erik Cummins, Jordy van Deelen, Matthew Steenvoorden, Robbert Schilder, Marvin Peersman, Jurjan Mannes, Daan Boerlage, Kevin van Kippersluis, Alvin Daniels, Martijn Barto, Nigel Robertha]
80	84	24/10/2017	FC Twente	FC Eindhoven	3:0	2. Round	4	1:0	NA	NA	NA	False	False	3	0	-2017-2018/	http://www.worldfootball.net/report/knvb-beker-2017-2018-2-runde-fc-twente-fc-eindhoven/	Marino Pu\u0161i\u0107	Wilfred van Leeuwen	[Jorn Brondeel, Hidde ter Avest, Stefan Thesker, Cristi xe n Cuevas, Peet Bijen, Michael Liendl, Jelle van der Heyden, Oussama Assaidi, Tom Boere, Luciano Slagveer, Adnane Tighadouini]	[Ruud Swinkels, Herv xe Matthys, Thomas Horsten, Sebastiaan De Wilde, Kyle De Silva, Branco van den Boomen, Jellert Van Landschoot, Tibeau Swinnen, Elton Kabangu, Mart Lieder, Tibo Van De Velde]
81	85	25/10/2017	Heracles Almelo	HSV Hoek	3:1	2. Round	4	2:0	NA	NA	NA	False	False	3	1	-2017-2018/	http://www.worldfootball.net/report/knvb-beker-2017-2018-2-runde-heracles-almelo-hsv-hoek/	John Stegeman	Jannes Tant	[Harm Zeinstra, Tim Breukers, Dries Wuytens, Dario Van Den Buijs, Roland Baas, Peter van Ooijen, Reuven Niemeijer, Jamiro Monteiro, Jaroslav Navratil, Kristoffer Peterson, Vincent Vermeij]	[Jordi De Jonghe, Thomas Van Renterghem, Kim Van Den Bergh, Reguillo Vandepitte, Fabian Wilson, Zinho Chergui, Stef De Backer, Rik Impens, Aaron Verwilligen, Bram Leroy, Niek van Sprundel]
82	86	25/10/2017	VVV-Venlo	FC Utrecht	3:1	2. Round	4	2:0	NA	NA	NA	False	False	3	1	-2017-2018/	http://www.worldfootball.net/report/knvb-beker-2017-2018-2-runde-vvv-venlo-fc-utrecht/	Maurice Steijn	Erik ten Hag	[Delano van Crooy, Moreno Rutten, Roel Janssen, Nils R xf seler, Clint Leemans, Ralf Seuntjens, Damian van Bruggen, Kelechi Nwakali, Vito van Crooy, Lennart Thy, Torino Hunte]	[David Jensen, Dario Dumi u, Willem Janssen, Robin van der Meer, Giovanni Troup xe e, Edson Braafheid, Yassin Ayoub, Urby Emanuelson, Sander van de Streek, Cyriel Dessers, Lukas G xf rtler]
83	87	25/10/2017	ASV De Dijk	AFC Ajax	1:4	2. Round	4	0:3	NA	NA	NA	False	False	1	4	-2017-2018/	http://www.worldfootball.net/report/knvb-beker-2017-2018-2-runde-asv-de-dijk-afc-ajax/	Jochem Twisker	Marcel Keizer	[Jeroen Verhoeven, Frank Schilder, Nick Kuipers, Tony Tol, Kevin Westmaas, Abderrahim Loukili, Maarten Woudenberg, Tim Ruder, Jack Tuyp, Chakib Tayeb, Nabil el Gourari]	[Kostas Lamprou, Matthijs de Ligt, Daley Sinkgraven, Frenkie de Jong, Nick Viergever, Luis Orejuela, Carel Eiting, Siem de Jong, Vaclav u cern xfd, Kasper Dolberg, Justin Kluivert]
84	88	25/10/2017	Willem II	sc Heerenveen	2:1	2. Round	4	0:0	NA	NA	NA	False	False	2	1	-2017-2018/	http://www.worldfootball.net/report/knvb-beker-2017-2018-2-runde-willem-ii-sc-heerenveen/	Erwin van de Looi	Jurgen Streppel	[Mattijs Branderhorst, Freek Heerkens, Jordens Peters, Jop van der Linden, Kostas Tsimikas, Darryl Lachman, Pedro Chirivella, Thom Haye, Ben Rienstra, Fran Sol, Mo el Hankouri]	[Martin Hansen, Denzel Dumfries, Daniel H xf egh, Kik Pierie, Lucas Woudenberg, Morten Thorsby, Martin xd degaard, Yuki Kobayashi, Marco Rojas, Reza Ghoochannejhad, Henk Veerman]
85	89	25/10/2017	Roda JC Kerkrade	FC Groningen	3:1	2. Round	4	1:0	NA	NA	NA	False	False	3	1	-2017-2018/	http://www.worldfootball.net/report/knvb-beker-2017-2018-2-runde-roda-jc-kerkrade-fc-groningen/	Robert Molenaar	Ernest Faber	[Hidde Jurjus, Frederic Ananou, Ard van Peppen, Adil Auassar, Ashton G xf tz, Mohamed el Makrini, Simon Gustafson, Tsiy William Ndenge, Mikhail Rosheuvel, Dani Schahin, Gyliano van Velzen]	[Sergio Padt, Mike te Wierik, Samir Memi u evi u, Eti xebnne Reijnen, Django Warmerdam, Amir Absalem, Juninho Bacuna, Ruben Jenssen, Ritsu Doan, Ludovit Reis, Tom van Weert]
86	90	25/10/2017	Feyenoord	AVV Swift	4:1	2. Round	4	2:0	NA	NA	NA	False	False	4	1	-2017-2018/	http://www.worldfootball.net/report/knvb-beker-2017-2018-2-runde-feyenoord-avv-swift/	Giovanni van Bronckhorst	Bart Logchies	[, Kenneth Vermeer, Bart Nieuwkoop, Jerry St Juste, Kevin Diks, Miquel Nelom, Sofyan Amrabat, Jens Toornstra, Sam Larsson, Bilal Ba u fa xe u ko u flu, Michiel Kramer]	[Kenneth Vermeer, Bart Nieuwkoop, Jerry St Juste, Kevin Diks, Miquel Nelom, Sofyan Amrabat, Jens Toornstra, Sam Larsson, Bilal Ba u fa xe u ko u flu, Michiel Kramer, Dylan Vente]
87	91	26/10/2017	FC Volendam	PSV Eindhoven	0:2	2. Round	4	0:0	0:0	0:2	NA	True	False	0	2	-2017-2018/	http://www.worldfootball.net/report/knvb-beker-2017-2018-2-runde-fc-volendam-psv-eindhoven/	Misha Salden	Phillip Cocu	[Hobie Verhulst, Gijs Smal, Erik Schouten, Daan Klinkenberg, Ties Evers, Kevin Visser, Joey Veerman, Nick Runderkamp, Enzo Stroo, Lu xeds Pedro, Nick Doodeman]	[Jeroen Zoet, Nicolas Isimat Mirin, Santiago Arias, Daniel Schwaab, Joshua Brenet, Jorrit Hendrix, Bart Ramselaar, Adam Maher, Luuk de Jong, Hirving Lozano, Albert Gu xf mundsson]
88	92	26/10/2017	Almere City FC	AZ Alkmaar	0:4	2. Round	4	0:1	NA	NA	NA	False	False	0	4	-2017-2018/	http://www.worldfootball.net/report/knvb-beker-2017-2018-2-runde-almere-city-fc-az-alkmaar/	Jack de Gier	John van den Brom	[Chiel Kramer, Kees van Buuren, Calvin Mac Intosch, Josef Kv xedda, Damon Mirani, Gaston Salasiwa, Anass Ahannach, Kevin Brands, Arsenio Valpoort, Ezra Walian, Achille Vaarnold]	[Marco Bizot, Jonas Svensson, Thomas Ouwejan, Ricardo van Rhijn, Stijn Wuytens, Fredrik Midtsj xf, Joris van Overeem, Teun Koopmeiners, Guus Til, Alireza Jahanbakhsh, Wout Weghorst]
89	94	19/12/2017	PEC Zwolle	NEC Nijmegen	2:0	Round of 16	5	1:0	NA	NA	NA	False	False	2	0	-2017-2018/	http://www.worldfootball.net/report/knvb-beker-2017-2018-achtelfinale-pec-zwolle-nec-nijmegen/	John van 't Schip	Adrie Bogers	[, Diederik Boer, Bram van Polen, Dirk Marcellis, Kingsley Ehizibue, Mustafa Saymak, Rick Dekker, Erik Bakker, Ryan Thomas, Youness Mokhtar, Terell Ondaan]	[Diederik Boer, Bram van Polen, Dirk Marcellis, Kingsley Ehizibue, Mustafa Saymak, Rick Dekker, Erik Bakker, Ryan Thomas, Youness Mokhtar, Terell Ondaan, Younes Namli]
90	95	19/12/2017	SC Cambuur	GVVV	3:0	Round of 16	5	0:0	NA	NA	NA	False	False	3	0	-2017-2018/	http://www.worldfootball.net/report/knvb-beker-2017-2018-achtelfinale-sc-cambuur-gvvv/	Sipke Hulshoff	Niek Oosterlee	[Erik Cummins, Matthew Steenvoorden, Sai van Wermeskerken, Robbert Schilder, Marvin Peersman, Ricardo Kip, Bryan Smeets, Mathias Schils, Issa Kallon, Nigel Robertha, Furdjel Narsingh]	[Johan Jansen, Taoufik Adnane, Wilco den Hartog, Laurens van der Voort, Guido Janssen, Danny de Leeuw, Robin Mulder, Mart de Jong, Martin van Eck, Jeremy de Graaf, Soufiane Laghmouchi]
91	96	19/12/2017	Willem II	RKC Waalwijk	3:0	Round of 16	5	3:0	NA	NA	NA	False	False	3	0	-2017-2018/	http://www.worldfootball.net/report/knvb-beker-2017-2018-achtelfinale-willem-ii-rkc-waalwijk/	Erwin van de Looi	Peter van den Berg	[Mattijs Branderhorst, Fernando Lewis, Freek Heerkens, Jop van der Linden, Kostas Tsimikas, Darryl Lachman, Thom Haye, Ben Rienstra, Bartholomew Ogbeche, Fran Sol, Ismail Azzaoui]	[Etienne Vaessen, Gigli Ndefe, Jan Lammers, Henrico Drost, Paul Quasten, Hans Mulder, Nikki Baggerman, Daan Rienstra, Dylan Seys, Chovanie Amatkarijo, Sa xefd Bakari]
92	97	20/12/2017	PSV Eindhoven	VVV-Venlo	4:1	Round of 16	5	1:1	NA	NA	NA	False	False	4	1	-2017-2018/	http://www.worldfootball.net/report/knvb-beker-2017-2018-achtelfinale-psv-eindhoven-vvv-venlo/	Phillip Cocu	Maurice Steijn	[Jeroen Zoet, Nicolas Isimat Mirin, Santiago Arias, Daniel Schwaab, Joshua Brenet, Jorrit Hendrix, Marco van Ginkel, Bart Ramselaar, Luuk de Jong, Hirving Lozano, Steven Bergwijn]	[Delano van Crooy, Moreno Rutten, Jerold Promes, Roel Janssen, Nils R xf seler, Clint Leemans, Ralf Seuntjens, Johnathan Opoku, Damian van Bruggen, Vito van Crooy, Lennart Thy]
93	98	20/12/2017	Fortuna Sittard	AZ Alkmaar	2:4	Round of 16	5	1:1	NA	NA	NA	False	False	2	4	-2017-2018/	http://www.worldfootball.net/report/knvb-beker-2017-2018-achtelfinale-fortuna-sittard-az-alkmaar/	Sunday Oliseh	John van den Brom	[Miguel Santos, Christopher Braun, Perr Schuurs, Wessel Dammers, Clint Essers, Djibril Dianessy, Dries Saddiki, Jorrit Smeets, Finn Stokkers, Lisandro Semedo, Stefan A u kovski]	[Marco Bizot, Jonas Svensson, Thomas Ouwejan, Ricardo van Rhijn, Stijn Wuytens, Fredrik Midtsj xf, Joris van Overeem, Teun Koopmeiners, Guus Til, Alireza Jahanbakhsh, Wout Weghorst]
94	99	20/12/2017	FC Twente	AFC Ajax	6:5	Round of 16	5	0:1	1:1	1:1	NA	False	True	6	5	-2017-2018/	http://www.worldfootball.net/report/knvb-beker-2017-2018-achtelfinale-fc-twente-afc-ajax/	Gertjan Verbeek	Marcel Keizer	[, Jo xebl Drommel, Hidde ter Avest, Thomas Lam, Jos Hooiveld, Stefan Thesker, Cristi xe n Cuevas, Peet Bijen, Fredrik Jensen, Danny Holla, Oussama Assaidi]	[Jo xebl Drommel, Hidde ter Avest, Thomas Lam, Jos Hooiveld, Stefan Thesker, Cristi xe n Cuevas, Peet Bijen, Fredrik Jensen, Danny Holla, Oussama Assaidi, Tom Boere]
95	100	21/12/2017	VV Sint Bavo	Roda JC Kerkrade	0:1	Round of 16	5	0:0	NA	NA	NA	False	False	0	1	-2017-2018/	http://www.worldfootball.net/report/knvb-beker-2017-2018-achtelfinale-vv-sint-bavo-roda-jc-kerkrade/	Jack Honsbeek	Robert Molenaar	[Ruben Valk, Jordy Zwart, Jelmer Vijlbrief, Richelo Fecunda, Tomas Arroyo, Vladimir Jozi u, Frans van Niel, Tim de Rijk, Mohamed el Ousrouti, Tommy Bekooy, Pieter Koopman]	[Hidde Jurjus, Henk Dijkhuizen, Frederic Ananou, Jannes Vansteenkiste, Daryl Werker, Simon Gustafson, Tsiy William Ndenge, Nathan Rutjes, Mikhail Rosheuvel, Dani Schahin, Gyliano van Velzen]
96	101	21/12/2017	Feyenoord	Heracles Almelo	3:1	Round of 16	5	2:1	NA	NA	NA	False	False	3	1	-2017-2018/	http://www.worldfootball.net/report/knvb-beker-2017-2018-achtelfinale-feyenoord-heracles-almelo/	Giovanni van Bronckhorst	John Stegeman	[Brad Jones, Sven van Beek, Jerry St Juste, Renato Tapia, Tyrell Malacia, Karim El Ahmadi, Tonny Vilhena, Jens Toornstra, Jean Paul Bo xebtius, Steven Berghuis, Dylan Vente]	[Bram Castro, Tim Breukers, Dries Wuytens, Wout Droste, Roland Baas, Joey Pelupessy, Sebastian Jakubiak, Jamiro Monteiro, Brahim Darri, Brandley Kuwas, Kristoffer Peterson]
97	103	30/01/2018	FC Twente	SC Cambuur	3:1	Quarter-finals	6	0:1	NA	NA	NA	False	False	3	1	-2017-2018/	http://www.worldfootball.net/report/knvb-beker-2017-2018-viertelfinale-fc-twente-sc-cambuur/	Gertjan Verbeek	Sipke Hulshoff	[Jo xebl Drommel, Hidde ter Avest, Stefan Thesker, Richard Jensen, Cristi xe n Cuevas, Peet Bijen, Haris Vu u dki u, Fredrik Jensen, Adam Maher, Oussama Assaidi, Mounir El Hamdaoui]	[Erik Cummins, Matthew Steenvoorden, Sai van Wermeskerken, Robbert Schilder, Martijn van der Laan, Mathias Schils, Darren Rosheuvel, Issa Kallon, Martijn Barto, Xander Houtkoop, Nigel Robertha]
98	104	31/01/2018	AZ Alkmaar	PEC Zwolle	4:1	Quarter-finals	6	2:1	NA	NA	NA	False	False	4	1	-2017-2018/	http://www.worldfootball.net/report/knvb-beker-2017-2018-viertelfinale-az-alkmaar-pec-zwolle/	John van den Brom	John van 't Schip	[Marco Bizot, Jonas Svensson, Thomas Ouwejan, Pantelis Hatzidiakos, Stijn Wuytens, Fredrik Midtsj xf, Teun Koopmeiners, Guus Til, Alireza Jahanbakhsh, Wout Weghorst, Oussama Idrissi]	[Diederik Boer, Nicol xe s Freire, Dirk Marcellis, Philippe Sandler, Kingsley Ehizibue, Wouter Marinus, Rick Dekker, Erik Bakker, Youness Mokhtar, Terell Ondaan, Younes Namli]
99	105	31/01/2018	Feyenoord	PSV Eindhoven	2:0	Quarter-finals	6	2:0	NA	NA	NA	False	False	2	0	-2017-2018/	http://www.worldfootball.net/report/knvb-beker-2017-2018-viertelfinale-feyenoord-psv-eindhoven/	Giovanni van Bronckhorst	Phillip Cocu	[Brad Jones, Sven van Beek, Jerry St Juste, Renato Tapia, Tyrell Malacia, Karim El Ahmadi, Tonny Vilhena, Jens Toornstra, Nicolai J xf rgensen, Sam Larsson, Steven Berghuis]	[Jeroen Zoet, Nicolas Isimat Mirin, Santiago Arias, Daniel Schwaab, Joshua Brenet, Gast xf n Pereiro, Jorrit Hendrix, Bart Ramselaar, Mauro J xfanior, Luuk de Jong, Hirving Lozano]
100	106	01/02/2018	Willem II	Roda JC Kerkrade	5:4	Quarter-finals	6	1:1	2:2	2:2	NA	False	True	5	4	-2017-2018/	http://www.worldfootball.net/report/knvb-beker-2017-2018-viertelfinale-willem-ii-roda-jc-kerkrade/	Erwin van de Looi	Robert Molenaar	[, Mattijs Branderhorst, Fernando Lewis, Freek Heerkens, Kostas Tsimikas, Thomas Mei xdfner, Darryl Lachman, Pedro Chirivella, Thom Haye, Ben Rienstra, Bartholomew Ogbeche]	[Mattijs Branderhorst, Fernando Lewis, Freek Heerkens, Kostas Tsimikas, Thomas Mei xdfner, Darryl Lachman, Pedro Chirivella, Thom Haye, Ben Rienstra, Bartholomew Ogbeche, Fran Sol]
